t; x; y; theta
3976822.003000; 0.00; 0.00; 0.00
3994003.824000; 0.00; 0.00; 0.00
4011087.142000; 0.00; 0.00; 0.00
4025443.282000; 0.00; 0.00; 0.00
4042362.687000; 0.00; 0.00; 0.00
4059365.384000; 0.00; 0.00; 0.00
4073279.916000; 0.00; 0.00; 0.00
4090356.429000; 0.00; 0.00; 0.00
4104746.209000; 0.00; 0.00; 0.00
4121971.316000; 0.00; 0.00; 0.00
4138999.868000; 0.00; 0.00; 0.00
4153611.632000; 0.00; 0.00; 0.00
4170551.702000; 0.00; 0.00; 0.00
4187506.685000; 0.00; 0.00; 0.00
4201531.113000; 0.00; 0.00; 0.00
4218713.860000; 0.00; 0.00; 0.00
4234960.014000; 0.00; 0.00; 0.00
4249389.685000; 0.00; 0.00; 0.00
4266685.054000; 0.00; 0.00; 0.00
4280969.509000; 0.00; 0.00; 0.00
4298584.418000; 0.00; 0.00; 0.00
4312778.484000; 0.00; 0.00; 0.00
4330184.485000; 0.00; 0.00; 0.00
4344960.950000; 0.00; 0.00; 0.00
4362636.222000; 0.00; 0.00; 0.00
4377845.584000; 0.00; 0.00; 0.00
4395256.509000; 0.00; 0.00; 0.00
4409617.907000; 0.00; 0.00; 0.00
4427021.333999; 0.00; 0.00; 0.00
4441788.456000; 0.00; 0.00; 0.00
4459444.167000; 0.00; 0.00; 0.00
4473759.391001; 0.00; 0.00; 0.00
4491201.722000; 0.00; 0.00; 0.00
4505617.285000; 0.00; 0.00; 0.00
4522900.210000; 0.00; 0.00; 0.00
4537260.278000; 0.00; 0.00; 0.00
4554506.018000; 0.00; 0.00; 0.00
4569576.344000; 0.00; 0.00; 0.00
4586884.198000; 0.00; 0.00; 0.00
4601542.428000; 0.00; 0.00; 0.00
4618769.058000; 0.00; 0.00; 0.00
4632764.903000; 0.00; 0.00; 0.00
4650054.593000; 0.00; 0.00; 0.00
4665049.679000; 0.00; 0.00; 0.00
4682243.540000; 0.00; 0.00; 0.00
4699573.258000; 0.00; 0.00; 0.00
4713858.074000; 0.00; 0.00; 0.00
4731316.642000; 0.00; 0.00; 0.00
4745554.672000; 0.00; 0.00; 0.00
4762817.031000; 0.00; 0.00; 0.00
4776884.312000; 0.00; 0.00; 0.00
4794162.029000; 0.00; 0.00; 0.00
4809177.546000; 0.00; 0.00; 0.00
4826454.922000; 0.00; 0.00; 0.00
4840865.292000; 0.00; 0.00; 0.00
4858354.527000; 0.00; 0.00; 0.00
4872967.679000; 0.00; 0.00; 0.00
4890231.647000; 0.00; 0.00; 0.00
4905161.325000; 0.00; 0.00; 0.00
4922466.521000; 0.00; 0.00; 0.00
4937092.372000; 0.00; 0.00; 0.00
4954434.763000; 0.00; 0.00; 0.00
4969245.698000; 0.00; 0.00; 0.00
4986524.006000; 0.00; 0.00; 0.00
5000997.057000; 0.00; 0.00; 0.00
5018290.626000; 0.00; 0.00; 0.00
5032776.780000; 0.00; 0.00; 0.00
5050084.740000; 0.00; 0.00; 0.00
5067331.096999; 0.00; 0.00; 0.00
5081662.596000; 0.00; 0.00; 0.00
5098971.458999; 0.00; 0.00; 0.00
5113553.641000; 0.00; 0.00; 0.00
5130760.998000; 0.00; 0.00; 0.00
5145372.807000; 0.00; 0.00; 0.00
5162675.576000; 0.00; 0.00; 0.00
5176929.402000; 0.00; 0.00; 0.00
5194211.932000; 0.00; 0.00; 0.00
5211471.339999; 0.00; 0.00; 0.00
5225550.931000; 0.00; 0.00; 0.00
5241899.644000; 0.00; 0.00; 0.00
5260106.175999; 0.00; 0.00; 0.00
5274029.178000; 0.00; 0.00; 0.00
5291321.455000; 0.00; 0.00; 0.00
5305442.267000; 0.00; 0.00; 0.00
5322777.079000; 0.00; 0.00; 0.00
5337547.383000; 0.00; 0.00; 0.00
5354992.189000; 0.00; 0.00; 0.00
5369433.270000; 0.00; 0.00; 0.00
5387256.846000; 0.00; 0.00; 0.00
5401471.794000; 0.00; 0.00; 0.00
5419367.938000; 0.00; 0.00; 0.00
5433803.868000; 0.00; 0.00; 0.00
5449084.778000; 0.00; 0.00; 0.00
